Protocol,Method,Epoch,EpochTime,CumulativeTime,Recall,NDCG
Full Data,IM-Net (Proactive),86,24.884181996807456,2124.9831479731947,0.0746445697613178,0.054296461288453564
Full Data,IM-Net (Proactive),87,24.841894098557532,2149.8250420717523,0.0749381430811481,0.05443462494088794
Full Data,IM-Net (Proactive),88,25.415812567807734,2175.24085463956,0.07525592325552931,0.0546680058186047
Full Data,IM-Net (Proactive),89,24.46683239378035,2199.7076870333403,0.07525779631335014,0.05483618455103228
Full Data,IM-Net (Proactive),90,24.242544031701982,2223.9502310650423,0.07522005324731622,0.05482738699095727
Full Data,IM-Net (Proactive),91,24.505058500915766,2248.455289565958,0.07531191190713202,0.054909019323969646
Full Data,IM-Net (Proactive),92,25.187997124157846,2273.643286690116,0.07563534955211466,0.05506291040973306
Full Data,IM-Net (Proactive),93,24.766077273525298,2298.409363963641,0.07564307222411233,0.05514216441497429
Full Data,IM-Net (Proactive),94,25.738535970449448,2324.1478999340907,0.07583929503297529,0.05528026201828711
Full Data,IM-Net (Proactive),95,24.49704633280635,2348.644946266897,0.07572732096368137,0.05528657392215705
Full Data,IM-Net (Proactive),96,24.748676114715636,2373.3936223816127,0.0758054263379646,0.055269341447503006
Full Data,IM-Net (Proactive),97,24.248825867660344,2397.642448249273,0.07552607504980402,0.055357389717852194
Full Data,IM-Net (Proactive),98,25.375078223645687,2423.0175264729187,0.07597066973570203,0.055643695006391304
Full Data,IM-Net (Proactive),99,24.79313476383686,2447.8106612367555,0.0762718427319698,0.055856089966205606
Full Data,IM-Net (Proactive),100,24.268845870159566,2472.079507106915,0.07649066099645631,0.05590400548374257
Full Data,IM-Net (Proactive),101,25.306038992479444,2497.3855460993946,0.07657716212559947,0.05600735943306328
Full Data,IM-Net (Proactive),102,24.767221620306373,2522.152767719701,0.07648742742389071,0.05597140781481606
Full Data,IM-Net (Proactive),103,24.36645471584052,2546.5192224355415,0.07645279376357239,0.05590385636363772
Full Data,IM-Net (Proactive),104,25.293596360832453,2571.812818796374,0.07670147930769336,0.056091692113441824
Full Data,IM-Net (Proactive),105,25.15427681338042,2596.9670956097543,0.07688247061514765,0.05621397433083279
Full Data,IM-Net (Proactive),106,24.971837752498686,2621.938933362253,0.07690276968563543,0.05638663771780386
Full Data,IM-Net (Proactive),107,24.26759200170636,2646.2065253639594,0.07679132628635842,0.056267238170543674
Full Data,IM-Net (Proactive),108,24.95052933227271,2671.157054696232,0.07676258033623092,0.05630045616234238
Full Data,IM-Net (Proactive),109,25.402777538634837,2696.559832234867,0.07723777749346745,0.05644505782151876
Full Data,IM-Net (Proactive),110,24.841390629298985,2721.401222864166,0.07736406175954874,0.05660701922050186
Full Data,IM-Net (Proactive),111,24.263428930193186,2745.664651794359,0.07710403493461723,0.056438751710384254
Full Data,IM-Net (Proactive),112,24.42045550327748,2770.0851072976366,0.07736103535208991,0.05668885661276952
Full Data,IM-Net (Proactive),113,24.699216585606337,2794.784323883243,0.07742160814636409,0.056827473644362136
Full Data,IM-Net (Proactive),114,24.95498755108565,2819.7393114343286,0.0771412916782392,0.05666813661415789
Full Data,IM-Net (Proactive),115,25.05782170034945,2844.797133134678,0.07748864589286661,0.056749738156649375
Full Data,IM-Net (Proactive),116,25.441968470811844,2870.23910160549,0.07771413342054193,0.05690936029567754
Full Data,IM-Net (Proactive),117,24.332660265266895,2894.5717618707567,0.07761309541814558,0.05691669494941587
Full Data,IM-Net (Proactive),118,24.7795490315184,2919.351310902275,0.0776001615252491,0.05703895334205615
Full Data,IM-Net (Proactive),119,24.454820012673736,2943.806130914949,0.07796517862486459,0.05710699788078823
Full Data,IM-Net (Proactive),120,24.196786870248616,2968.0029177851975,0.07766931942936213,0.0571278132399081
Full Data,IM-Net (Proactive),121,24.450976168736815,2992.4538939539343,0.07803160988774233,0.05715270346547937
Full Data,IM-Net (Proactive),122,24.88505983632058,3017.338953790255,0.0781635719849128,0.057172537788828935
Full Data,IM-Net (Proactive),123,24.778901253826916,3042.117855044082,0.07806166074822415,0.057250217573964084
Full Data,IM-Net (Proactive),124,25.136625113897026,3067.254480157979,0.07833327696198383,0.05738146874718043
Full Data,IM-Net (Proactive),125,24.611535693518817,3091.8660158514977,0.0784230988436471,0.05744452538514761
Full Data,IM-Net (Proactive),126,25.2472785115242,3117.113294363022,0.07848224598255925,0.05735953338630325
Full Data,IM-Net (Proactive),127,24.484822212718427,3141.5981165757403,0.07846807056227274,0.0574958762942116
Full Data,IM-Net (Proactive),128,24.808787252753973,3166.4069038284943,0.07841240227764401,0.05741376112380112
Full Data,IM-Net (Proactive),129,24.72715075314045,3191.1340545816347,0.078799281292867,0.05774259658472061
Full Data,IM-Net (Proactive),130,24.32431404851377,3215.4583686301485,0.07865278961658195,0.057788304624748946
Full Data,IM-Net (Proactive),131,24.419208922423422,3239.877577552572,0.07850593667864554,0.05767616265567997
Full Data,IM-Net (Proactive),132,24.31610648240894,3264.193684034981,0.07856793102758923,0.057710272125994534
Full Data,IM-Net (Proactive),133,24.399886436760426,3288.5935704717413,0.07884881812961085,0.057939370476028984
Full Data,IM-Net (Proactive),134,24.221753241494298,3312.8153237132356,0.07880803354593284,0.057727315394390334
Full Data,IM-Net (Proactive),135,24.99882181081921,3337.8141455240548,0.07865974759939774,0.05768897834912715
Full Data,IM-Net (Proactive),136,24.641081783920527,3362.4552273079753,0.07857516384207522,0.057640809996870775
Full Data,IM-Net (Proactive),137,24.7118070255965,3387.167034333572,0.07863485444504661,0.05780424142983916
Full Data,IM-Net (Proactive),138,24.40304351784289,3411.5700778514147,0.07855570395366357,0.05771882820381146
Full Data,IM-Net (Proactive),139,24.245491477660835,3435.8155693290755,0.07883807735485296,0.05788724992664411
Full Data,IM-Net (Proactive),140,24.2949111815542,3460.1104805106297,0.07879963948475668,0.05805927467139457
Full Data,IM-Net (Proactive),141,25.00272374972701,3485.1132042603567,0.07875302857093561,0.058113784284363604
Full Data,IM-Net (Proactive),142,24.68423821683973,3509.7974424771965,0.07895077354407078,0.05825345198089019
Full Data,IM-Net (Proactive),143,24.426873123273253,3534.2243156004697,0.07916391967011831,0.058371725567649725
Full Data,IM-Net (Proactive),144,24.638146138750017,3558.8624617392197,0.07925709408860353,0.05848049554881974
Full Data,IM-Net (Proactive),145,25.079115573316813,3583.9415773125365,0.07921010254275863,0.058362539100575164
Full Data,IM-Net (Proactive),146,25.418318756856024,3609.3598960693926,0.07942775656503728,0.05845928315711725
Full Data,IM-Net (Proactive),147,24.188600910827518,3633.54849698022,0.07931933711088092,0.058443174744616154
Full Data,IM-Net (Proactive),148,24.739859781228006,3658.288356761448,0.07900695853471741,0.05838841795535925
Full Data,IM-Net (Proactive),149,24.49961308762431,3682.7879698490724,0.07925183414566771,0.05837078134337684
Full Data,IM-Net (Proactive),150,25.013323807157576,3707.80129365623,0.07935119030004531,0.05850535512555712
Full Data,IM-Net (Proactive),151,24.803425966762006,3732.604719622992,0.07895013466183466,0.058378271940846785
Full Data,IM-Net (Proactive),152,24.31575585063547,3756.9204754736274,0.07892176760320206,0.05834541203259443
Full Data,IM-Net (Proactive),153,24.26518863067031,3781.1856641042978,0.07920943698483206,0.058382606965645956
Full Data,IM-Net (Proactive),154,24.676226858980954,3805.8618909632787,0.07950073427803726,0.05856634622008678
Full Data,IM-Net (Proactive),155,24.778600075282156,3830.640491038561,0.07948144062880978,0.058578498087418655
Full Data,IM-Net (Proactive),156,25.06051816791296,3855.701009206474,0.07969726768621646,0.05862520526764488
Full Data,IM-Net (Proactive),157,24.684852508828044,3880.385861715302,0.07982637006852278,0.05867840142070786
Full Data,IM-Net (Proactive),158,24.028892039321363,3904.4147537546232,0.07954223669007185,0.05855229864018585
Full Data,IM-Net (Proactive),159,24.939318735152483,3929.3540724897757,0.07950701711061975,0.05866138668865736
Full Data,IM-Net (Proactive),160,25.988810212351382,3955.342882702127,0.0794048737487127,0.05862905919307066
Full Data,IM-Net (Proactive),161,24.888430115766823,3980.231312817894,0.07983423572246462,0.05886844446725238
Full Data,IM-Net (Proactive),162,25.244449314661324,4005.4757621325552,0.07970849644427147,0.05881022543325315
Full Data,IM-Net (Proactive),163,25.158042167313397,4030.6338042998686,0.08001174201583638,0.05895839789243465
Full Data,IM-Net (Proactive),164,24.886696348898113,4055.5205006487668,0.08032084835787673,0.05913708639643212
Full Data,IM-Net (Proactive),165,24.679353148676455,4080.199853797443,0.08025548898131432,0.05906569213011412
Full Data,IM-Net (Proactive),166,25.356833559460938,4105.556687356904,0.08010819477419662,0.05888245465729061
Full Data,IM-Net (Proactive),167,24.61736183334142,4130.174049190246,0.07982798913042008,0.058798869485201674
Full Data,IM-Net (Proactive),168,24.92823195643723,4155.102281146683,0.08025737487102455,0.05899257678748253
Full Data,IM-Net (Proactive),169,24.593884136527777,4179.696165283211,0.08049248341585047,0.059068899049737306
Full Data,IM-Net (Proactive),170,24.50978024676442,4204.205945529975,0.08064390199681103,0.059305500573218976
Full Data,IM-Net (Proactive),171,24.340279362164438,4228.546224892139,0.08047861088720469,0.059320816624528525
Full Data,IM-Net (Proactive),172,24.65896903257817,4253.205193924718,0.08070198979848117,0.05944470198397012
Full Data,IM-Net (Proactive),173,24.816090279258788,4278.021284203976,0.0807384988495553,0.05939261460697469
Full Data,IM-Net (Proactive),174,25.11943923123181,4303.140723435208,0.08021664413975362,0.05909514993533107
Full Data,IM-Net (Proactive),175,24.565503722056746,4327.706227157265,0.0800479018289624,0.05911115773472488
Full Data,IM-Net (Proactive),176,24.73207597527653,4352.4383031325415,0.08039209428777659,0.059225483783831315
Full Data,IM-Net (Proactive),177,24.538453116081655,4376.976756248623,0.08042458460531103,0.0593240017292946
Full Data,IM-Net (Proactive),178,24.79963566828519,4401.776391916908,0.08052139458749268,0.05941489955796812
Full Data,IM-Net (Proactive),179,24.57913793437183,4426.35552985128,0.08033605501871229,0.0594949145083274
Full Data,IM-Net (Proactive),180,24.36912671942264,4450.724656570703,0.08036836192446525,0.0593912672513976
Full Data,IM-Net (Proactive),181,24.85813274141401,4475.582789312117,0.08024694466800474,0.0594101855856334
Full Data,IM-Net (Proactive),182,24.31399625632912,4499.896785568446,0.08018587614066498,0.059352482097108646
Full Data,IM-Net (Proactive),183,25.14044436160475,4525.037229930051,0.08047328650819174,0.05944604515322845
Full Data,IM-Net (Proactive),184,24.64501315075904,4549.68224308081,0.08068265377489503,0.059498981684167215
Full Data,IM-Net (Proactive),185,24.382567546330392,4574.06481062714,0.08044469332684565,0.05945566294372132
Full Data,IM-Net (Proactive),186,24.512259074486792,4598.577069701627,0.08035934016485385,0.05938762380252354
Full Data,IM-Net (Proactive),187,24.87133085075766,4623.448400552385,0.08036119184534646,0.05940874609445585
Full Data,IM-Net (Proactive),188,24.382794831879437,4647.831195384264,0.08056258211243329,0.05942067338847281
Full Data,IM-Net (Proactive),189,24.653981843963265,4672.485177228227,0.08053374853633548,0.05949554948167716
Full Data,IM-Net (Proactive),190,24.470584148541093,4696.955761376768,0.0807810862544489,0.05967556209425158
Full Data,IM-Net (Proactive),191,24.518362479284406,4721.474123856053,0.08098386590569868,0.059714968474169905
Full Data,IM-Net (Proactive),192,24.63997665978968,4746.114100515842,0.08097960168715886,0.059771204719178565
Full Data,IM-Net (Proactive),193,24.631345217116177,4770.745445732959,0.08102165205003364,0.05988850550970807
Full Data,IM-Net (Proactive),194,25.32025656476617,4796.065702297725,0.08102499665755863,0.0597949315842409
Full Data,IM-Net (Proactive),195,25.40998753812164,4821.475689835846,0.08095861059666594,0.059927201610000175
Full Data,IM-Net (Proactive),196,25.025809223763645,4846.50149905961,0.0809836771768827,0.05990254184914501
Full Data,IM-Net (Proactive),197,24.973986874334514,4871.475485933945,0.08099957048520752,0.059945597435588714
Full Data,IM-Net (Proactive),198,24.40316409152001,4895.878650025465,0.08092073700367756,0.05996006012190673
Full Data,IM-Net (Proactive),199,24.57453144621104,4920.453181471676,0.08095728447274575,0.05997847340303515
Full Data,IM-Net (Proactive),200,24.488763968460262,4944.941945440136,0.08149064954314358,0.06013936476170002
Full Data,Single Task (Reactive),1,13.536533797159791,13.536533797159791,0.04828634699883492,0.03698141430290069
Full Data,Single Task (Reactive),2,13.293581388890743,26.830115186050534,0.048662358675241275,0.037317482551002173
Full Data,Single Task (Reactive),3,13.739443745464087,40.56955893151462,0.049260453837371876,0.037662114868882025
Full Data,Single Task (Reactive),4,13.586362294852734,54.155921226367354,0.04951773708144576,0.037675304519619396
Full Data,Single Task (Reactive),5,13.483229749836028,67.63915097620338,0.049689831917961766,0.03756011154368287
Full Data,Single Task (Reactive),6,13.358663247898221,80.9978142241016,0.049751280907908736,0.0376413384174161
Full Data,Single Task (Reactive),7,13.455810328945518,94.45362455304712,0.05075481320594674,0.038061469062724326
Full Data,Single Task (Reactive),8,13.667941980063915,108.12156653311104,0.05125406368062077,0.038392457917417286
Full Data,Single Task (Reactive),9,13.39007392898202,121.51164046209306,0.05205511069315522,0.038868366193417145
Full Data,Single Task (Reactive),10,13.54204898700118,135.05368944909424,0.052726699463162774,0.03915420159374566
Full Data,Single Task (Reactive),11,13.674575934186578,148.7282653832808,0.053437696236335125,0.039774176526420804
Full Data,Single Task (Reactive),12,13.38801787700504,162.11628326028585,0.054028789367167485,0.040082651261871556
Full Data,Single Task (Reactive),13,12.98929637297988,175.10557963326573,0.05493764581654518,0.040599775580485324
Full Data,Single Task (Reactive),14,13.292552124708891,188.39813175797462,0.055180000627407085,0.04092166723605304
Full Data,Single Task (Reactive),15,13.67347601428628,202.0716077722609,0.05569850394202385,0.041214456570006254
Full Data,Single Task (Reactive),16,13.26127736736089,215.3328851396218,0.055866947291386825,0.041301899834934444
Full Data,Single Task (Reactive),17,13.789170210249722,229.12205534987152,0.05629417800870023,0.04162542836444692
Full Data,Single Task (Reactive),18,13.710879747755826,242.83293509762734,0.056821083162971506,0.041847357803042384
Full Data,Single Task (Reactive),19,13.644190676510334,256.4771257741377,0.05733613715349022,0.04217101171077595
Full Data,Single Task (Reactive),20,14.034720837138593,270.51184661127627,0.057677458674811284,0.042379452357535256
Full Data,Single Task (Reactive),21,14.119575774297118,284.6314223855734,0.05790824018375592,0.042543363505920605
Full Data,Single Task (Reactive),22,13.514021885581315,298.1454442711547,0.0584620192543916,0.042685627235012395
Full Data,Single Task (Reactive),23,13.580417548306286,311.725861819461,0.058479680326888966,0.042743445438014616
Full Data,Single Task (Reactive),24,13.484108190983534,325.2099700104445,0.058818946986397044,0.04301451378406554
Full Data,Single Task (Reactive),25,13.12831430695951,338.33828431740403,0.0592175686063383,0.043241712470204405
Full Data,Single Task (Reactive),26,13.390172375366092,351.7284566927701,0.05945590054112075,0.04341717381869142
Full Data,Single Task (Reactive),27,13.240283725783229,364.96874041855335,0.059661022423953075,0.043535277513679915
Full Data,Single Task (Reactive),28,13.379031041637063,378.3477714601904,0.05991178351136989,0.043723134316534774
Full Data,Single Task (Reactive),29,13.091218874789774,391.4389903349802,0.06037128872114312,0.043991386423218405
Full Data,Single Task (Reactive),30,13.099966552108526,404.5389568870887,0.06071398179227342,0.044227699910354516
Full Data,Single Task (Reactive),31,13.458889389410615,417.99784627649933,0.06107737107653634,0.04460696094951644
Full Data,Single Task (Reactive),32,13.955951491370797,431.9537977678701,0.061672959923896514,0.04487905984381948
Full Data,Single Task (Reactive),33,13.259638492017984,445.2134362598881,0.06168219324677436,0.044942186198906615
Full Data,Single Task (Reactive),34,13.52782380208373,458.74126006197184,0.062256183372598556,0.045329041003323155
Full Data,Single Task (Reactive),35,13.432368598878384,472.1736286608502,0.06238402467316137,0.04540109657357329
Full Data,Single Task (Reactive),36,13.66508268378675,485.838711344637,0.06304077367171275,0.04583277710991691
Full Data,Single Task (Reactive),37,13.491927901282907,499.3306392459199,0.06313761087800862,0.04596672955325483
Full Data,Single Task (Reactive),38,13.484702255576849,512.8153415014967,0.06311678766836057,0.04605423514697482
Full Data,Single Task (Reactive),39,13.657539214007556,526.4728807155043,0.06357530330860221,0.04614097839772463
Full Data,Single Task (Reactive),40,13.352980761788785,539.8258614772931,0.06378823700928171,0.04636420314968323
Full Data,Single Task (Reactive),41,13.271863267756999,553.0977247450501,0.06387462472318622,0.046430298908581885
Full Data,Single Task (Reactive),42,13.484028254635632,566.5817529996857,0.06390536546741366,0.04655445595781151
Full Data,Single Task (Reactive),43,13.493762864731252,580.075515864417,0.06453338103495941,0.04693548126445413
Full Data,Single Task (Reactive),44,13.523096309043467,593.5986121734604,0.06468225491332052,0.04705895126494654
Full Data,Single Task (Reactive),45,13.506717279553413,607.1053294530138,0.06498438640619714,0.047266601253201694
Full Data,Single Task (Reactive),46,13.672949098050594,620.7782785510644,0.06514991301621371,0.047340732454818686
Full Data,Single Task (Reactive),47,13.489677209407091,634.2679557604715,0.06533679884961736,0.047536412682832714
Full Data,Single Task (Reactive),48,13.2306410362944,647.4985967967659,0.06573935367417186,0.04777000472847511
Full Data,Single Task (Reactive),49,13.706025876104832,661.2046226728708,0.06547502967204676,0.04766256777770992
Full Data,Single Task (Reactive),50,13.926526518538594,675.1311491914093,0.06586852958108116,0.04791727295915225
Full Data,Single Task (Reactive),51,13.746684288606048,688.8778334800154,0.06662917671900659,0.048474904973512645
Full Data,Single Task (Reactive),52,13.219645669683814,702.0974791496992,0.06667961865067713,0.04847916590900186
Full Data,Single Task (Reactive),53,13.268731015734375,715.3662101654336,0.06642823056643839,0.04844263145376566
Full Data,Single Task (Reactive),54,13.64492345135659,729.0111336167902,0.06706798041710114,0.04897457403523408
Full Data,Single Task (Reactive),55,13.511653140187263,742.5227867569774,0.06730815643018476,0.04924576100456523
Full Data,Single Task (Reactive),56,13.705429587513208,756.2282163444906,0.06734109432072287,0.049250316732136055
Full Data,Single Task (Reactive),57,13.287114103324711,769.5153304478154,0.06797154373300714,0.04959601970846976
Full Data,Single Task (Reactive),58,13.721652799285948,783.2369832471013,0.06797068475678122,0.04955131691060101
Full Data,Single Task (Reactive),59,12.77041545882821,796.0073987059295,0.0681918167202813,0.04962988321759265
Full Data,Single Task (Reactive),60,13.56404155306518,809.5714402589947,0.0687614326552297,0.049961189538627576
Full Data,Single Task (Reactive),61,13.603146897628903,823.1745871566236,0.06885902886175788,0.050031501060602016
Full Data,Single Task (Reactive),62,13.269187457859516,836.4437746144831,0.0689929039094385,0.0501153157469155
Full Data,Single Task (Reactive),63,13.478158076293766,849.9219326907769,0.0690455685554505,0.05029390906589329
Full Data,Single Task (Reactive),64,13.3098179474473,863.2317506382242,0.06898657097871179,0.05015865026660662
Full Data,Single Task (Reactive),65,13.584830860607326,876.8165814988315,0.06929494232134664,0.05046198004164092
Full Data,Single Task (Reactive),66,13.370786997489631,890.1873684963211,0.06936355372444045,0.05051562584825539
Full Data,Single Task (Reactive),67,13.517969477921724,903.7053379742429,0.06965412743789742,0.05061869993504511
